Level,NACE,Description,CPRS Main,CPRS2,CPRS Granular,Note on CPRS,IAM,NGFS3,NOTESOnMapping
3,Q.88.9,Other social work activities without accommodation,9-other,9-other,other,,,,
4,Q.88.91,Child day-care activities,9-other,9-other,other,,,,
4,Q.88.99,Other social work activities without accommodation n.e.c.,9-other,9-other,other,,,,
1,R,"ARTS, ENTERTAINMENT AND RECREATION",,,n.a.,,,,
2,R.90,"Creative, arts and entertainment activities",9-other,9-other,other,,,,
3,R.90.0,"Creative, arts and entertainment activities",9-other,9-other,other,,,,
4,R.90.01,Performing arts,9-other,9-other,other,,,,
4,R.90.02,Support activities to performing arts,9-other,9-other,other,,,,
4,R.90.03,Artistic creation,9-other,9-other,other,,,,
4,R.90.04,Operation of arts facilities,9-other,9-other,other,,,,
2,R.91,"Libraries, archives, museums and other cultural activities",9-other,9-other,other,,,,
3,R.91.0,"Libraries, archives, museums and other cultural activities",9-other,9-other,other,,,,
4,R.91.01,Library and archives activities,9-other,9-other,other,,,,
4,R.91.02,Museums activities,9-other,9-other,other,,,,
4,R.91.03,Operation of historical sites and buildings and similar visitor attractions,9-other,9-other,other,,,,
4,R.91.04,Botanical and zoological gardens and nature reserves activities,9-other,9-other,other,,,,
2,R.92,Gambling and betting activities,9-other,9-other,other,,,,
3,R.92.0,Gambling and betting activities,9-other,9-other,other,,,,
4,R.92.00,Gambling and betting activities,9-other,9-other,other,,,,
2,R.93,Sports activities and amusement and recreation activities,9-other,9-other,other,,,,
3,R.93.1,Sports activities,9-other,9-other,other,,,,
4,R.93.11,Operation of sports facilities,9-other,9-other,other,,,,
4,R.93.12,Activities of sports clubs,9-other,9-other,other,,,,
4,R.93.13,Fitness facilities,9-other,9-other,other,,,,
4,R.93.19,Other sports activities,9-other,9-other,other,,,,
3,R.93.2,Amusement and recreation activities,9-other,9-other,other,,,,
4,R.93.21,Activities of amusement parks and theme parks,9-other,9-other,other,,,,
4,R.93.29,Other amusement and recreation activities,9-other,9-other,other,,,,
1,S,OTHER SERVICE ACTIVITIES,,,n.a.,,,,
2,S.94,Activities of membership organisations,9-other,9-other,other,,,,
3,S.94.1,"Activities of business, employers and professional membership organisations",9-other,9-other,other,,,,
4,S.94.11,Activities of business and employers membership organisations,9-other,9-other,other,,,,
4,S.94.12,Activities of professional membership organisations,9-other,9-other,other,,,,
3,S.94.2,Activities of trade unions,9-other,9-other,other,,,,
4,S.94.20,Activities of trade unions,9-other,9-other,other,,,,
3,S.94.9,Activities of other membership organisations,9-other,9-other,other,,,,
4,S.94.91,Activities of religious organisations,9-other,9-other,other,,,,
4,S.94.92,Activities of political organisations,9-other,9-other,other,,,,
